Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,25.8,1498,99,5.0,0.0,6708.57
Honda Brio S MT,Coimbatore,2014,28637,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,6745.16
Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,14.0,1597,92,5.0,0.0,1341.71
Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,Diesel,Manual,First,12.0,2179,120,7.0,0.0,8355.22
Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0,2987,210,5.0,0.0,20845.36
Mahindra Scorpio SLE BSIV,Delhi,2012,77000,Diesel,Manual,Second,12.0,2179,120,8.0,0.0,6013.32
Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.3,2179,147.51,5.0,0.0,21345.45
Chevrolet Beat LS,Delhi,2011,76155,Petrol,Manual,First,18.0,1199,79.4,5.0,0.0,2378.49
Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,7440.41
Toyota Corolla H2,Mumbai,2008,48233,Petrol,Manual,Second,13.0,1794,125,5.0,0.0,2195.53
Audi Q5 3.0 TDI Quattro,Bangalore,2015,63000,Diesel,Automatic,First,13.2,2967,241.4,5.0,0.0,42081.03
Hyundai EON Era Plus,Coimbatore,2015,34063,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,4891.16
Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.0,1199,88.76,5.0,8977.29,3842.18
Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,Petrol,Automatic,First,17.0,1499,110.5,5.0,0.0,6696.37
Renault Duster 110PS Diesel RxL AMT,Bangalore,2016,26000,Diesel,Automatic,Second,19.0,1461,108.45,5.0,0.0,12197.4
Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,15.0,1497,116.3,5.0,0.0,5549.82
Maruti Alto LXi,Mumbai,2010,66000,Petrol,Manual,First,19.0,796,46.3,5.0,0.0,1829.61
Hyundai i10 Magna 1.2,Kolkata,2011,38002,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,2622.44
Chevrolet Spark 1.0 LS,Chennai,2010,49000,Petrol,Manual,Second,18.0,995,62,5.0,0.0,1707.64
Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,Diesel,Manual,First,21.1,1498,103.6,5.0,0.0,7562.39
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2013,56500,Diesel,Automatic,First,17.6,1968,174.33,5.0,0.0,24150.85
Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.0,1199,88.7,5.0,0.0,6830.54
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,Petrol,Manual,First,15.2,1591,121.3,5.0,0.0,11587.53
Chevrolet Beat LS,Delhi,2012,56000,Petrol,Manual,First,18.0,1199,79.4,5.0,0.0,2695.63
Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.0,799,53.64,5.0,4927.75,4037.34
Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.0,1197,81.86,5.0,0.0,6635.39
Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,Petrol,Automatic,First,10.0,2496,157.7,5.0,0.0,9221.23
Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.0,1248,74,5.0,0.0,3903.17
Maruti Celerio ZXI,Kochi,2018,31396,Petrol,Manual,First,23.0,998,67.04,5.0,0.0,6745.16
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,79000,Diesel,Automatic,First,19.0,1968,141,5.0,0.0,20735.58
Honda City 1.5 V AT,Delhi,2010,62000,Petrol,Automatic,First,16.0,1497,118,5.0,0.0,4330.08
Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0,2997,218,5.0,0.0,3232.31
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.6,1798,177.46,5.0,40690.53,21772.36
Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,Diesel,Manual,First,12.9,2494,100.6,8.0,0.0,9709.13
Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.0,998,67.04,5.0,0.0,5183.9
Maruti Ertiga VDI,Kolkata,2014,45617,Diesel,Manual,First,20.7,1248,88.76,7.0,0.0,7135.48
Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143,107.3,5.0,0.0,15856.62
Mahindra Xylo E2,Kochi,2010,109147,Diesel,Manual,First,14.0,2498,112,8.0,0.0,3232.31
Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,5793.76
Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.1,799,53.3,5.0,0.0,3232.31
Renault KWID RXT,Pune,2017,4700,Petrol,Manual,First,25.1,799,53.3,5.0,0.0,3659.22
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,Diesel,Automatic,First,12.0,2967,241.4,7.0,0.0,39665.94
Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.3,1582,126.32,5.0,0.0,9452.98
Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.3,2755,171.5,7.0,32384.1,23906.9
Hyundai i20 Sportz Option,Delhi,2010,62489,Petrol,Manual,First,17.0,1197,80,5.0,0.0,3171.32
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,4586.22
Volkswagen Vento Diesel Trendline,Chennai,2012,130000,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,5793.76
Honda City ZX GXi,Mumbai,2007,63000,Petrol,Manual,Second,17.0,1497,78,5.0,0.0,2134.54
Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,Petrol,Manual,First,16.0,1599,103.2,5.0,0.0,4817.97
Hyundai Accent GLE,Pune,2005,123200,Petrol,Manual,Second,13.0,1495,94,5.0,0.0,1219.74
Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,Diesel,Automatic,First,20.0,1968,138.1,5.0,0.0,5488.83
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.9,2497,204,5.0,0.0,21016.12
Hyundai i20 Sportz 1.2,Kochi,2015,40901,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,7025.7
Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,5269.28
Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.8,1086,68.05,5.0,0.0,2317.51
Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,Petrol,Manual,First,17.0,1198,74,5.0,0.0,6708.57
Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.9,2494,178.4,5.0,0.0,16466.49
Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0,2179,140,7.0,0.0,11892.46
Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.0,1968,138.1,5.0,0.0,11514.35
Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.0,998,67,5.0,7489.2,5427.84
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.0,1248,88.5,5.0,14588.09,10794.7
Hyundai Santro Xing GL,Delhi,2012,61449,Petrol,Manual,First,0.0,1086,62,5.0,0.0,2622.44
Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,5964.53
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,Diesel,Manual,First,20.1,1498,88.8,5.0,0.0,7623.38
Maruti Swift ZDi,Chennai,2012,65060,Diesel,Manual,First,22.0,1248,74,5.0,0.0,5854.75
Hyundai i10 Era 1.1,Jaipur,2008,82203,Petrol,Manual,First,19.8,1086,68.05,5.0,0.0,2195.53
Mahindra XUV500 W8 2WD,Kolkata,2013,44000,Diesel,Manual,First,16.0,2179,140,7.0,0.0,8843.12
Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.4,1248,88.50,7.0,13953.83,9221.23
Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0,2179,140,7.0,0.0,8318.63
Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,Diesel,Manual,Second,21.1,1248,88.8,5.0,0.0,2195.53
Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,Diesel,Automatic,First,11.0,2987,198.5,5.0,0.0,14027.01
Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.0,1586,104.68,5.0,0.0,3415.27
Maruti Wagon R AMT VXI,Hyderabad,2016,35000,Petrol,Automatic,First,20.5,998,67,5.0,0.0,6708.57
Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.6,1198,67.06,5.0,0.0,3293.3
Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20.0,1399,68,5.0,0.0,3964.16
Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.0,1968,138.1,5.0,0.0,13295.17
Hyundai i20 1.2 Magna,Kochi,2014,44612,Petrol,Manual,First,18.0,1197,80,5.0,0.0,4964.34
Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.3,2755,171.5,7.0,30042.2,21955.32
Honda Brio V MT,Mumbai,2012,54000,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,3598.23
Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.0,1968,138.1,5.0,0.0,9148.05
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,65405,Diesel,Automatic,First,13.0,2143,204,5.0,0.0,39922.09
Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,Diesel,Automatic,Second,12.5,2982,168.7,7.0,0.0,26224.41
Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.5,1586,103.2,5.0,0.0,3049.35
Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,Diesel,Manual,First,27.0,1498,98.6,5.0,0.0,6708.57
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,Petrol,Automatic,First,14.5,1794,138.1,5.0,0.0,9148.05
Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.0,1497,100,5.0,0.0,1890.6
BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.6,1995,190,5.0,61304.13,35372.46
Maruti Swift DDiS VDI,Coimbatore,2019,41075,Diesel,Manual,First,28.0,1248,74,5.0,0.0,10245.82
Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,25.3,1198,77,6.0,0.0,7928.31
Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0,1198,90,5.0,0.0,2866.39
Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.0,1197,81.80,5.0,0.0,6769.56
Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.0,1197,82,5.0,0.0,6525.61
Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,17.0,1198,86.7,5.0,0.0,6403.64
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.0,1197,81.86,5.0,9087.06,7159.87
Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,6537.81
Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.0,1248,88.5,5.0,0.0,9452.98
Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,14.0,1598,103.6,5.0,0.0,6598.79
Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,18.0,1197,80,5.0,0.0,4452.05
Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.0,1198,86.8,5.0,0.0,6403.64
Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,7623.38
Tata Nano XT,Coimbatore,2017,14149,Petrol,Manual,First,23.0,624,37.48,4.0,0.0,4232.5
Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2006,103000,Petrol,Automatic,First,10.1,3498,364.9,5.0,0.0,10794.7
Maruti Wagon R LXI BSIII,Pune,2004,82000,Petrol,Manual,First,14.0,1061,64,5.0,0.0,1036.78
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,Petrol,Automatic,First,13.0,1798,157.75,5.0,0.0,16649.45
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,45180,Diesel,Automatic,First,12.0,2967,241.4,7.0,0.0,61255.34
Maruti Swift ZXI Plus,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197,81.80,5.0,9953.08,9452.98
Toyota Innova 2.5 G4 Diesel 7-seater,Coimbatore,2011,82321,Diesel,Manual,First,12.0,2494,102,7.0,0.0,12258.39
BMW 3 Series 320i Sedan,Kolkata,2011,7000,Petrol,Automatic,First,12.0,1995,154,5.0,0.0,11892.46
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,27000,Diesel,Automatic,First,17.0,2143,136,5.0,0.0,28054.02
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,31271,Diesel,Manual,First,13.6,2393,147.8,8.0,29285.96,26126.83
Maruti Esteem LX BSII,Jaipur,2003,55000,Petrol,Manual,Third,15.0,1298,0,5.0,0.0,853.82
Maruti Swift VDI BSIV,Delhi,2014,24000,Diesel,Manual,First,25.0,1248,74,5.0,0.0,6354.85
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2009,147000,Diesel,Manual,First,12.9,2494,100.6,7.0,0.0,9148.05
Toyota Etios Liva GD,Delhi,2012,72351,Diesel,Manual,First,23.5,1364,0,5.0,0.0,3232.31
Chevrolet Beat LT,Chennai,2010,115000,Petrol,Manual,First,18.0,1199,79.4,5.0,0.0,2134.54
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,Diesel,Manual,Second,13.0,1399,68,5.0,0.0,1219.74
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2016,20000,Diesel,Automatic,First,19.2,2143,170,5.0,0.0,40251.42
Toyota Etios G,Kolkata,2011,45560,Petrol,Manual,First,17.0,1496,88.73,5.0,0.0,2683.43
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Kochi,2017,57539,Diesel,Manual,First,12.0,2494,102,7.0,0.0,15649.26
BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.5,2993,313,4.0,0.0,84088.88
Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,Diesel,Manual,First,21.1,1498,108.4,5.0,16734.83,5000.93
Hyundai EON Magna,Jaipur,2016,27886,Petrol,Manual,First,22.0,814,55,5.0,0.0,3476.26
Honda CR-V 2.4L 4WD AT,Mumbai,2007,66000,Petrol,Automatic,First,11.0,2354,158.8,5.0,0.0,4513.04
Skoda Laura Elegance 2.0 TDI CR AT,Coimbatore,2013,72202,Diesel,Automatic,First,20.0,1968,138.1,5.0,0.0,11050.84
Skoda Laura RS,Delhi,2011,70000,Petrol,Manual,Second,13.0,1798,157.8,5.0,0.0,5793.76
Honda City i DTec S,Jaipur,2015,78233,Diesel,Manual,First,26.0,1498,98.6,5.0,0.0,8050.28
Tata New Safari 4X4 EX,Chennai,2007,120203,Diesel,Manual,Second,13.9,2179,138,7.0,0.0,4269.09
Maruti Zen Estilo LXI BS IV,Pune,2011,20575,Petrol,Manual,First,19.0,998,67.1,5.0,0.0,2439.48
Honda Amaze S i-VTEC,Mumbai,2013,39879,Petrol,Manual,First,17.0,1198,86.7,5.0,0.0,4744.79
Renault KWID 1.0 RXL,Jaipur,2017,31056,Petrol,Manual,First,23.0,999,67,5.0,0.0,4391.06
Maruti Ciaz AT ZXi,Mumbai,2015,50940,Petrol,Automatic,First,19.1,1373,91.1,5.0,0.0,8477.19
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,99362,Diesel,Manual,First,22.5,1396,88.73,5.0,0.0,8574.77
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,Diesel,Manual,First,13.6,2393,147.8,7.0,28224.78,20125.71
Maruti Ciaz ZDi Plus SHVS,Coimbatore,2016,54268,Diesel,Manual,First,28.0,1248,88.5,5.0,0.0,9355.41
Jaguar XF Diesel,Coimbatore,2012,94521,Diesel,Automatic,First,14.7,2993,270.9,5.0,0.0,28285.77
Hyundai Xcent 1.2 Kappa S,Kochi,2017,38932,Petrol,Manual,First,19.0,1197,82,5.0,0.0,7574.59
Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.1,2967,245,5.0,0.0,55888.49
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,29000,Diesel,Manual,First,24.0,1120,71,5.0,0.0,7257.45
Audi A4 2.0 TDI Multitronic,Delhi,2011,58000,Diesel,Automatic,First,16.5,1968,140,5.0,0.0,13417.14
Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.7,1373,91.1,5.0,0.0,8769.93
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2011,65000,Diesel,Manual,First,12.0,2494,102,8.0,0.0,7806.34
Mercedes-Benz New C-Class 220 CDI MT,Chennai,2015,26000,Diesel,Manual,First,15.0,2148,170,5.0,0.0,31713.24
Hyundai i10 Sportz,Hyderabad,2016,19947,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,5488.83
Hyundai i10 Sportz 1.2 AT,Chennai,2011,70816,Petrol,Automatic,First,16.9,1197,78.9,5.0,0.0,3781.19
Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,27.3,1248,74,5.0,0.0,7257.45
Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,18.0,1061,64,5.0,0.0,1463.69
BMW 7 Series 730Ld,Chennai,2014,35000,Diesel,Automatic,First,16.4,2993,258,5.0,0.0,63426.48
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,11.3,4134,335.2,7.0,0.0,58547.52
BMW X5 xDrive 30d,Hyderabad,2011,124652,Diesel,Automatic,First,11.0,2993,245,5.0,0.0,26822.08
Maruti Ritz LXI,Hyderabad,2013,80264,Petrol,Manual,First,21.0,1197,85.80,5.0,0.0,5244.88
Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,21.6,1461,84.8,5.0,0.0,4574.02
Toyota Corolla Altis 1.8 Limited Edition,Mumbai,2015,49000,Petrol,Manual,First,14.2,1798,138.03,5.0,0.0,10916.67
Toyota Etios VXD,Pune,2012,111000,Diesel,Manual,First,23.5,1364,67.1,5.0,0.0,5793.76
Toyota Corolla Altis GL MT,Coimbatore,2016,33690,Petrol,Manual,First,14.2,1798,138.03,5.0,0.0,17808.2
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,50000,Diesel,Automatic,First,17.6,1968,174.33,5.0,0.0,21345.45
Maruti Ertiga ZDI,Kolkata,2012,38092,Diesel,Manual,First,20.7,1248,88.8,7.0,0.0,6342.65
Hyundai Grand i10 Sportz,Coimbatore,2017,47774,Petrol,Manual,First,18.0,1197,82,5.0,0.0,7367.23
Tata Indigo CS LX (TDI) BS III,Chennai,2009,167000,Diesel,Manual,Second,19.0,1396,69,5.0,0.0,3293.3
Maruti Swift Dzire AMT ZDI,Chennai,2019,65000,Diesel,Automatic,First,26.5,1248,74,5.0,0.0,8233.25
Volkswagen Polo Petrol Highline 1.6L,Kolkata,2011,46000,Petrol,Manual,First,15.2,1598,103.5,5.0,0.0,2866.39
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,Petrol,Manual,First,23.8,1199,84,5.0,7672.16,6098.7
Honda City i VTEC VX,Kolkata,2016,39000,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,8477.19
Honda Amaze V Petrol,Jaipur,2018,6000,Petrol,Manual,First,19.0,1199,86.76,5.0,9977.47,8172.26
Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,17.1,1968,174.33,5.0,0.0,30493.5
Volkswagen Vento Petrol Highline AT,Chennai,2011,97320,Petrol,Automatic,First,14.0,1598,103.6,5.0,0.0,4574.02
Volkswagen Vento Diesel Trendline,Chennai,2011,99807,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,4574.02
Honda City 1.5 S MT,Pune,2013,46000,Petrol,Manual,First,17.0,1497,118,5.0,0.0,6220.67
Maruti Wagon R LXI,Mumbai,2010,12000,Petrol,Manual,First,22.0,998,67.04,5.0,6147.49,2988.36
Skoda Superb 2.8 V6 AT,Kolkata,2005,13002,Petrol,Automatic,First,9.0,2771,193.1,5.0,0.0,3964.16
Honda City i DTEC SV,Kolkata,2014,26000,Diesel,Manual,First,26.0,1498,98.6,5.0,0.0,6708.57
Maruti Wagon R LXI CNG,Kochi,2014,68365,CNG,Manual,First,37.24,998,58.16,5.0,0.0,4598.42
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,27833,Diesel,Automatic,First,0.0,2987,165,5.0,0.0,60060.0
Maruti Alto 800 LXI,Kochi,2016,51639,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,3708.01
Hyundai i20 Magna 1.2,Delhi,2015,21000,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,5976.73
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,90000,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,7623.38
BMW 3 Series GT 320d Luxury Line,Hyderabad,2015,36255,Diesel,Automatic,First,19.5,1995,184,5.0,0.0,40251.42
BMW X5 xDrive 30d,Chennai,2011,58000,Diesel,Automatic,Second,11.0,2993,245,5.0,0.0,32932.98
Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,Second,18.0,1198,86.7,5.0,0.0,6354.85
Ford EcoSport 1.5 Ti VCT MT Titanium,Mumbai,2014,31130,Petrol,Manual,First,15.8,1499,110.4,5.0,0.0,7013.5
Jaguar XF 3.0 Litre S Premium Luxury,Coimbatore,2012,75668,Diesel,Automatic,First,14.7,2993,270.9,5.0,0.0,20223.29
Toyota Corolla 1.8 J,Delhi,2015,12000,Petrol,Manual,First,14.5,1798,138,5.0,0.0,13417.14
Hyundai i10 Sportz,Pune,2014,90000,Petrol,Manual,Second,20.3,1197,78.9,5.0,0.0,3415.27
Mercedes-Benz New C-Class C220 CDI Executive Edition,Kochi,2019,17320,Diesel,Automatic,First,15.0,2148,170,5.0,0.0,46337.92
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2011,85000,Diesel,Manual,Second,20.0,1968,108.5,5.0,0.0,4452.05
Ford Endeavour 4x2 XLT,Hyderabad,2007,130000,Diesel,Manual,First,13.0,2499,141,7.0,0.0,7318.44
Ford Figo Petrol EXI,Coimbatore,2013,60328,Petrol,Manual,First,15.0,1196,70,5.0,0.0,5537.62
Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,18.0,1198,86.7,5.0,0.0,6586.6
Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,19.0,1405,70,5.0,0.0,4025.14
Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,Automatic,Second,14.0,1985,163,5.0,0.0,22260.26
Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,First,22.0,799,53,5.0,0.0,3781.19
Hyundai EON Era Plus,Kochi,2013,57759,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,4683.8
Maruti Alto 800 VXI,Kolkata,2016,24300,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,2976.17
Volkswagen Polo Petrol Trendline 1.2L,Bangalore,2011,66000,Petrol,Manual,Second,16.4,1198,73.9,5.0,0.0,4391.06
Hyundai i10 Asta,Mumbai,2015,75915,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,4756.99
Nissan Sunny 2011-2014 XL,Chennai,2013,107000,Petrol,Manual,Second,16.9,1498,97.7,5.0,0.0,3537.25
Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,Second,14.5,1798,138.1,5.0,0.0,4269.09
Hyundai Verna CRDi ABS,Chennai,2009,160000,Diesel,Manual,Second,18.0,1493,110,5.0,0.0,4269.09
Maruti Alto 800 2016-2019 LXI Optional,Jaipur,2019,3000,Petrol,Manual,First,24.0,796,47.3,5.0,0.0,4269.09
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,72495,Diesel,Manual,First,21.0,1396,88.76,5.0,0.0,8538.18
Hyundai Verna 1.6 CRDi AT S,Chennai,2016,33000,Diesel,Automatic,First,19.0,1582,126.2,5.0,0.0,10611.74
Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2014,60000,Diesel,Automatic,First,12.0,2967,241.4,7.0,0.0,54888.3
Tata Indica V2 eLS,Hyderabad,2016,80103,Diesel,Manual,First,25.0,1396,69,5.0,0.0,2195.53
Chevrolet Spark 1.0 LS,Kolkata,2007,42100,Petrol,Manual,First,18.0,995,62,5.0,0.0,1207.54
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.0,1197,81.86,5.0,7806.34,5854.75
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,97000,Diesel,Manual,First,12.5,2982,169,7.0,0.0,21894.33
Mahindra E Verito D4,Chennai,2016,50000,Electric,Automatic,First,0.0,72,41,5.0,16564.07,15856.62
Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,Petrol,Manual,First,18.0,1197,81.86,5.0,9123.66,6903.73
Honda City 1.5 S MT,Delhi,2009,64000,Petrol,Manual,First,17.0,1497,118,5.0,0.0,3781.19
Hyundai Elite i20 Petrol Asta,Kochi,2016,56911,Petrol,Manual,First,18.0,1197,81.86,5.0,0.0,7977.1
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2015,147848,Diesel,Manual,First,12.0,2494,102,8.0,0.0,16100.57
Ford Mustang V8,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951,395,4.0,102360.58,69281.23
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,Diesel,Automatic,First,11.3,2755,171.5,7.0,25297.41,23662.96
Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.0,1061,64,5.0,0.0,2012.57
Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.0,1248,74,5.0,0.0,5305.87
Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,Diesel,Manual,First,20.0,1248,91.72,5.0,0.0,7928.31
Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,Petrol,Manual,First,18.0,998,67.1,5.0,0.0,1353.91
